id,pos,name,platform,publisher,genre,week,total,time,date,esrb,dateint,whenint,when,whenyear
188,8, Brain Age: Train Your Brain in Minutes a Day ( DS ), DS , Nintendo , Misc ,67614,6780316,92,2007-02-17,E,39130,38486,2005-05-14,2005
189,9, The Legend of Zelda: Twilight Princess ( Wii ), Wii , Nintendo , Adventure ,63141,2396546,13,2007-02-17,T,39130,39039,2006-11-18,2006
190,10, Mario Kart DS ( DS ), DS , Nintendo , Racing ,58467,6157910,66,2007-02-17,E,39130,38668,2005-11-12,2005
191,11, Animal Crossing: Wild World ( DS ), DS , Nintendo , Simulation ,56065,6865519,65,2007-02-17,E,39130,38675,2005-11-19,2005
192,12, WarioWare: Smooth Moves ( Wii ), Wii , Nintendo , Puzzle ,53641,813274,12,2007-02-17,E10+,39130,39046,2006-11-25,2006
193,13, Gears of War ( X360 ), X360 , Microsoft Game Studios , Shooter ,49373,3504808,15,2007-02-17,M,39130,39025,2006-11-04,2006
194,14, DEATH NOTE: Kira Game ( DS ), DS , Konami Digital Entertainment , Adventure ,48321,48321,1,2007-02-17,T,39130,39123,2007-02-10,2007
195,15, Picross DS ( DS ), DS , Nintendo , Puzzle ,42339,160133,4,2007-02-17,E,39130,39102,2007-01-20,2007
196,16, Lost Planet: Extreme Condition ( X360 ), X360 , Capcom , Shooter ,41129,596144,9,2007-02-17,T,39130,39067,2006-12-16,2006
197,17, Dragon Quest Monsters: Joker ( DS ), DS , Square Enix , Role-Playing ,40449,1165423,8,2007-02-17,E10+,39130,39074,2006-12-23,2006
198,18, Tom Clancy's Rainbow Six: Vegas ( X360 ), X360 , Ubisoft , Shooter ,32403,962350,13,2007-02-17,M,39130,39039,2006-11-18,2006
199,19,Pokemon Diamond/Pokemon Pearl( DS ), DS , Nintendo , Role-Playing ,32338,4906627,22,2007-02-17,T,39130,38976,2006-09-16,2006
200,20, Big Brain Academy ( DS ), DS , Nintendo , Misc ,32008,3045858,86,2007-02-17,E,39130,38528,2005-06-25,2005
201,21, Brain Age 2: More Training in Minutes a Day ( DS ), DS , Nintendo , Misc ,29664,4141010,60,2007-02-17,E,39130,38710,2005-12-24,2005
202,22, Hotel Dusk: Room 215 ( DS ), DS , Nintendo , Adventure ,27765,158690,4,2007-02-17,T,39130,39102,2007-01-20,2007
203,23, Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS ( DS ), DS , Nintendo , Misc ,27237,1252350,17,2007-02-17,E,39130,39011,2006-10-21,2006
204,24, Ratchet & Clank: Size Matters ( PSP ), PSP , Sony Computer Entertainment , Platform ,27180,27180,1,2007-02-17,T,39130,39123,2007-02-10,2007
205,25, Grand Theft Auto: Vice City Stories ( PSP ), PSP , Take-Two Interactive , Action ,26692,1052414,16,2007-02-17,M,39130,39018,2006-10-28,2006
206,26, Wario: Master of Disguise ( DS ), DS , Nintendo , Platform ,26258,218707,5,2007-02-17,E10+,39130,39095,2007-01-13,2007
207,27, Kirby Squeak Squad ( DS ), DS , Nintendo , Platform ,26174,1227896,16,2007-02-17,E,39130,39018,2006-10-28,2006
208,28, Harvest Moon DS: Island of Happiness ( DS ), DS , Rising Star Games , Simulation ,24764,130828,3,2007-02-17,E,39130,39109,2007-01-27,2007
209,29, Resistance: Fall of Man ( PS3 ), PS3 , Sony Computer Entertainment , Shooter ,23484,664250,15,2007-02-17,M,39130,39025,2006-11-04,2006
210,30, English Training: Have Fun Improving Your Skills! ( DS ), DS , Nintendo , Misc ,21941,1959537,56,2007-02-17,E,39130,38738,2006-01-21,2006
211,1, Monster Hunter Freedom 2 ( PSP ), PSP , Capcom , Role-Playing ,741780,741780,1,2007-02-24,T,39137,39130,2007-02-17,2007
212,2, Crackdown ( X360 ), X360 , Microsoft Game Studios , Shooter ,450255,450255,1,2007-02-24,M,39137,39130,2007-02-17,2007
213,3, Wii Sports ( Wii ), Wii , Nintendo , Sports ,193926,4325343,14,2007-02-24,E,39137,39039,2006-11-18,2006
214,4, Wii Play ( Wii ), Wii , Nintendo , Misc ,170704,1626914,13,2007-02-24,E,39137,39046,2006-11-25,2006
215,5, Nintendogs ( DS ), DS , Nintendo , Simulation ,102477,12336427,97,2007-02-24,E,39137,38458,2005-04-16,2005
216,6, New Super Mario Bros. ( DS ), DS , Nintendo , Platform ,96010,9078414,41,2007-02-24,E,39137,38850,2006-05-13,2006
217,7, Fire Emblem: Radiant Dawn ( Wii ), Wii , Nintendo , Strategy ,76631,76631,1,2007-02-24,E10+,39137,39130,2007-02-17,2007
218,8, NBA Street Homecourt ( X360 ), X360 , Electronic Arts , Sports ,68955,68955,1,2007-02-24,E,39137,39130,2007-02-17,2007
219,9, Brain Age: Train Your Brain in Minutes a Day ( DS ), DS , Nintendo , Misc ,67836,6848152,93,2007-02-24,E,39137,38486,2005-05-14,2005
220,10, The Legend of Zelda: Twilight Princess ( Wii ), Wii , Nintendo , Adventure ,59601,2456147,14,2007-02-24,T,39137,39039,2006-11-18,2006
221,11, Diddy Kong Racing DS ( DS ), DS , Nintendo , Racing ,59164,227923,3,2007-02-24,E,39137,39116,2007-02-03,2007
222,12, Mario Kart DS ( DS ), DS , Nintendo , Racing ,57161,6215070,67,2007-02-24,E,39137,38668,2005-11-12,2005
223,13, Virtua Fighter 5 ( PS3 ), PS3 , Sega , Fighting ,54567,119577,3,2007-02-24,T,39137,39116,2007-02-03,2007
224,14, Animal Crossing: Wild World ( DS ), DS , Nintendo , Simulation ,52172,6917691,66,2007-02-24,E,39137,38675,2005-11-19,2005
225,15, SimCity DS ( DS ), DS , Electronic Arts , Simulation ,51537,51537,1,2007-02-24,E,39137,39130,2007-02-17,2007
226,16, Sonic and the Secret Rings ( Wii ), Wii , Sega , Platform ,50755,50755,1,2007-02-24,E,39137,39130,2007-02-17,2007
227,17, Professor Layton and the Curious Village ( DS ), DS , Nintendo , Adventure ,49009,179131,2,2007-02-24,E,39137,39123,2007-02-10,2007
228,18, WarioWare: Smooth Moves ( Wii ), Wii , Nintendo , Puzzle ,46769,860043,13,2007-02-24,E10+,39137,39046,2006-11-25,2006
229,19, Dragon Quest Monsters: Joker ( DS ), DS , Square Enix , Role-Playing ,41413,1206836,9,2007-02-24,E10+,39137,39074,2006-12-23,2006
230,20, Naruto Shippuuden: Gekitou Ninja Taisen! EX ( Wii ), Wii , Takara Tomy , Fighting ,41189,41189,1,2007-02-24,E10+,39137,39130,2007-02-17,2007
231,21, Gears of War ( X360 ), X360 , Microsoft Game Studios , Shooter ,40806,3545614,16,2007-02-24,M,39137,39025,2006-11-04,2006
232,22, Lost Planet: Extreme Condition ( X360 ), X360 , Capcom , Shooter ,32359,628503,10,2007-02-24,T,39137,39067,2006-12-16,2006
233,23, Big Brain Academy ( DS ), DS , Nintendo , Misc ,31352,3077210,87,2007-02-24,E,39137,38528,2005-06-25,2005
234,24, Pokemon Diamond/Pokemon Pearl ( DS ), DS , Nintendo , Role-Playing ,30317,4936944,23,2007-02-24,T,39137,38976,2006-09-16,2006
235,25, Hotel Dusk: Room 215 ( DS ), DS , Nintendo , Adventure ,29547,188237,5,2007-02-24,T,39137,39102,2007-01-20,2007
236,26, Tom Clancy's Rainbow Six: Vegas ( X360 ), X360 , Ubisoft , Shooter ,28202,990552,14,2007-02-24,M,39137,39039,2006-11-18,2006
237,27, Picross DS ( DS ), DS , Nintendo , Puzzle ,27564,187697,5,2007-02-24,E,39137,39102,2007-01-20,2007
238,28, Brain Age 2: More Training in Minutes a Day ( DS ), DS , Nintendo , Misc ,27045,4168055,61,2007-02-24,E,39137,38710,2005-12-24,2005
239,29, Kirby Squeak Squad ( DS ), DS , Nintendo , Platform ,26819,1254715,17,2007-02-24,E,39137,39018,2006-10-28,2006
240,30, Grand Theft Auto: Vice City Stories ( PSP ), PSP , Take-Two Interactive , Action ,23582,1075996,17,2007-02-24,M,39137,39018,2006-10-28,2006
241,1, Wii Sports ( Wii ), Wii , Nintendo , Sports ,176720,4502063,15,2007-03-03,E,39144,39039,2006-11-18,2006
242,2, Dynasty Warriors Gundam ( PS3 ), PS3 , Tecmo Koei , Action ,174638,174638,1,2007-03-03,T,39144,39137,2007-02-24,2007
243,3, Crackdown ( X360 ), X360 , Microsoft Game Studios , Shooter ,173879,624134,2,2007-03-03,M,39144,39130,2007-02-17,2007
244,4, Super Robot Taisen W ( DS ), DS , Banpresto , Strategy ,159177,159177,1,2007-03-03,T,39144,39137,2007-02-24,2007
245,5, Monster Hunter Freedom 2 ( PSP ), PSP , Capcom , Role-Playing ,150498,892278,2,2007-03-03,T,39144,39130,2007-02-17,2007
246,6, Wii Play ( Wii ), Wii , Nintendo , Misc ,140254,1767168,14,2007-03-03,E,39144,39046,2006-11-25,2006
247,7, Major League Baseball 2K7 ( X360 ), X360 , Spike , Sports ,135829,135829,1,2007-03-03,E,39144,39137,2007-02-24,2007
248,8, Nintendogs ( DS ), DS , Nintendo , Simulation ,104286,12440713,98,2007-03-03,E,39144,38458,2005-04-16,2005
249,9, New Super Mario Bros. ( DS ), DS , Nintendo , Platform ,91421,9169835,42,2007-03-03,E,39144,38850,2006-05-13,2006
250,10, Sonic and the Secret Rings ( Wii ), Wii , Sega , Platform ,69794,120549,2,2007-03-03,E,39144,39130,2007-02-17,2007
251,11, Brain Age: Train Your Brain in Minutes a Day ( DS ), DS , Nintendo , Misc ,68262,6916414,94,2007-03-03,E,39144,38486,2005-05-14,2005
252,12, Diddy Kong Racing DS ( DS ), DS , Nintendo , Racing ,56341,284264,4,2007-03-03,E,39144,39116,2007-02-03,2007
253,13, The Legend of Zelda: Twilight Princess ( Wii ), Wii , Nintendo , Adventure ,55823,2511970,15,2007-03-03,T,39144,39039,2006-11-18,2006
254,14, Animal Crossing: Wild World ( DS ), DS , Nintendo , Simulation ,50793,6968484,67,2007-03-03,E,39144,38675,2005-11-19,2005
255,15, Mario Kart DS ( DS ), DS , Nintendo , Racing ,50332,6265402,68,2007-03-03,E,39144,38668,2005-11-12,2005
256,16, WarioWare: Smooth Moves ( Wii ), Wii , Nintendo , Puzzle ,44028,904071,14,2007-03-03,E10+,39144,39046,2006-11-25,2006
257,17, Gears of War ( X360 ), X360 , Microsoft Game Studios , Shooter ,40388,3586002,17,2007-03-03,M,39144,39025,2006-11-04,2006
258,18, NBA Street Homecourt ( X360 ), X360 , Electronic Arts , Sports ,36300,105255,2,2007-03-03,E,39144,39130,2007-02-17,2007
259,19, Professor Layton and the Curious Village ( DS ), DS , Nintendo , Adventure ,35710,214841,3,2007-03-03,E,39144,39123,2007-02-10,2007
260,20, Major League Baseball 2K7 ( PS3 ), PS3 , Spike , Sports ,33705,33705,1,2007-03-03,E,39144,39137,2007-02-24,2007
261,21, Grand Theft Auto: Liberty City Stories ( PSP ), PSP , Capcom , Action ,31226,3941928,71,2007-03-03,M,39144,38647,2005-10-22,2005
262,22, Big Brain Academy ( DS ), DS , Nintendo , Misc ,30699,3107909,88,2007-03-03,E,39144,38528,2005-06-25,2005
263,23, Pokemon Diamond/Pokemon Pearl ( DS ), DS , Nintendo , Role-Playing ,28797,4965741,24,2007-03-03,T,39144,38976,2006-09-16,2006
264,24, Dragon Quest Monsters: Joker ( DS ), DS , Square Enix , Role-Playing ,27970,1234806,10,2007-03-03,E10+,39144,39074,2006-12-23,2006
265,25, Unou no Tatsujin: Soukai! Machigai Museum 2 ( DS ), DS , Namco Bandai Games , Misc ,24211,24211,1,2007-03-03,E,39144,39137,2007-02-24,2007
266,26, Lost Planet: Extreme Condition ( X360 ), X360 , Capcom , Shooter ,24185,652688,11,2007-03-03,T,39144,39067,2006-12-16,2006
267,27, Brain Age 2: More Training in Minutes a Day ( DS ), DS , Nintendo , Misc ,24013,4192068,62,2007-03-03,E,39144,38710,2005-12-24,2005
268,28, Grand Theft Auto: Vice City Stories ( PSP ), PSP , Take-Two Interactive , Action ,23152,1099148,18,2007-03-03,M,39144,39018,2006-10-28,2006
269,29, Tom Clancy's Rainbow Six: Vegas ( X360 ), X360 , Ubisoft , Shooter ,22912,1013464,15,2007-03-03,M,39144,39039,2006-11-18,2006
270,30, SSX Blur ( Wii ), Wii , Electronic Arts , Sports ,22373,22373,1,2007-03-03,E,39144,39137,2007-02-24,2007
271,1, Yoshi's Island DS ( DS ), DS , Nintendo , Platform ,300004,1025536,17,2007-03-10,E,39151,39032,2006-11-11,2006
272,2, Tom Clancy's Ghost Recon Advanced Warfighter 2 ( X360 ), X360 , Ubisoft , Shooter ,218927,218927,1,2007-03-10,T,39151,39144,2007-03-03,2007
273,3, Wii Sports ( Wii ), Wii , Nintendo , Sports ,164558,4666621,16,2007-03-10,E,39151,39039,2006-11-18,2006
274,4, Wii Play ( Wii ), Wii , Nintendo , Misc ,132179,1899347,15,2007-03-10,E,39151,39046,2006-11-25,2006
275,5, MotorStorm ( PS3 ), PS3 , Sony Computer Entertainment , Racing ,109432,165846,13,2007-03-10,T,39151,39060,2006-12-09,2006
276,6, Def Jam Icon ( X360 ), X360 , Electronic Arts , Action ,99536,99536,1,2007-03-10,M,39151,39144,2007-03-03,2007
277,7, Crackdown ( X360 ), X360 , Microsoft Game Studios , Shooter ,96492,720626,3,2007-03-10,M,39151,39130,2007-02-17,2007
278,8, Monster Hunter Freedom 2 ( PSP ), PSP , Capcom , Role-Playing ,96217,988495,3,2007-03-10,T,39151,39130,2007-02-17,2007
279,9, Nintendogs ( DS ), DS , Nintendo , Simulation ,94214,12534927,99,2007-03-10,E,39151,38458,2005-04-16,2005
280,10, New Super Mario Bros. ( DS ), DS , Nintendo , Platform ,78067,9247902,43,2007-03-10,E,39151,38850,2006-05-13,2006
281,11, Brain Age: Train Your Brain in Minutes a Day ( DS ), DS , Nintendo , Misc ,63448,6979862,95,2007-03-10,E,39151,38486,2005-05-14,2005
282,12, Sonic and the Secret Rings ( Wii ), Wii , Sega , Platform ,61970,182519,3,2007-03-10,E,39151,39130,2007-02-17,2007
283,13, Spectrobes ( DS ), DS , Disney Interactive Studios , Role-Playing ,58500,58500,1,2007-03-10,E10+,39151,39144,2007-03-03,2007
284,14, Major League Baseball 2K7 ( X360 ), X360 , Spike , Sports ,57218,193047,2,2007-03-10,E,39151,39137,2007-02-24,2007
285,15, Diddy Kong Racing DS ( DS ), DS , Nintendo , Racing ,53124,337388,5,2007-03-10,E,39151,39116,2007-02-03,2007
286,16, The Legend of Zelda: Twilight Princess ( Wii ), Wii , Nintendo , Adventure ,47588,2559558,16,2007-03-10,T,39151,39039,2006-11-18,2006
287,17, Mario Kart DS ( DS ), DS , Nintendo , Racing ,45447,6310849,69,2007-03-10,E,39151,38668,2005-11-12,2005
288,18, Professor Layton and the Curious Village ( DS ), DS , Nintendo , Adventure ,45274,260115,4,2007-03-10,E,39151,39123,2007-02-10,2007
289,19, Animal Crossing: Wild World ( DS ), DS , Nintendo , Simulation ,42939,7011423,68,2007-03-10,E,39151,38675,2005-11-19,2005
290,20, Super Robot Taisen W ( DS ), DS , Banpresto , Strategy ,41747,200924,2,2007-03-10,T,39151,39137,2007-02-24,2007
291,21, Dynasty Warriors Gundam ( PS3 ), PS3 , Tecmo Koei , Action ,39987,214625,2,2007-03-10,T,39151,39137,2007-02-24,2007
292,22, Gears of War ( X360 ), X360 , Microsoft Game Studios , Shooter ,36233,3622235,18,2007-03-10,M,39151,39025,2006-11-04,2006
293,23, WarioWare: Smooth Moves ( Wii ), Wii , Nintendo , Puzzle ,35788,939859,15,2007-03-10,E10+,39151,39046,2006-11-25,2006
294,24, Def Jam Icon ( PS3 ), PS3 , Electronic Arts , Action ,32674,32674,1,2007-03-10,M,39151,39144,2007-03-03,2007
295,25, Wario: Master of Disguise ( DS ), DS , Nintendo , Platform ,30536,285048,8,2007-03-10,E10+,39151,39095,2007-01-13,2007
296,26, Grand Theft Auto: Liberty City Stories ( PSP ), PSP , Capcom , Action ,29624,3971552,72,2007-03-10,M,39151,38647,2005-10-22,2005
297,27, NBA Street Homecourt ( PS3 ), PS3 , Electronic Arts , Sports ,29201,29201,1,2007-03-10,E,39151,39144,2007-03-03,2007
298,28, Dragon Quest Monsters: Joker ( DS ), DS , Square Enix , Role-Playing ,28942,1263748,11,2007-03-10,E10+,39151,39074,2006-12-23,2006
299,29, Big Brain Academy ( DS ), DS , Nintendo , Misc ,28793,3136702,89,2007-03-10,E,39151,38528,2005-06-25,2005
300,30, Pokemon Diamond/Pokemon Pearl ( DS ), DS , Nintendo , Role-Playing ,25002,4990743,25,2007-03-10,T,39151,38976,2006-09-16,2006
301,1, Wii Sports ( Wii ), Wii , Nintendo , Sports ,160031,4826652,17,2007-03-17,E,39158,39039,2006-11-18,2006
302,2, Yoshi's Island DS ( DS ), DS , Nintendo , Platform ,137585,1163121,18,2007-03-17,E,39158,39032,2006-11-11,2006
303,3, Wii Play ( Wii ), Wii , Nintendo , Misc ,127079,2026426,16,2007-03-17,E,39158,39046,2006-11-25,2006
304,4, Nintendogs ( DS ), DS , Nintendo , Simulation ,89956,12624883,100,2007-03-17,E,39158,38458,2005-04-16,2005
305,5, Tom Clancy's Ghost Recon Advanced Warfighter 2 ( X360 ), X360 , Ubisoft , Shooter ,77061,295988,2,2007-03-17,T,39158,39144,2007-03-03,2007
306,6, Kotoba no Puzzle: Mojipittan DS ( DS ), DS , Namco Bandai Games , Puzzle ,76631,76631,1,2007-03-17,E,39158,39151,2007-03-10,2007
307,7, New Super Mario Bros. ( DS ), DS , Nintendo , Platform ,76030,9323932,44,2007-03-17,E,39158,38850,2006-05-13,2006
308,8, Crackdown ( X360 ), X360 , Microsoft Game Studios , Shooter ,72210,792836,4,2007-03-17,M,39158,39130,2007-02-17,2007
309,9, Tiger Woods PGA Tour 07 ( Wii ), Wii , Electronic Arts , Sports ,67591, NA ,5,2007-03-17,E,39158,39123,2007-02-10,2007
310,10, Sonic and the Secret Rings ( Wii ), Wii , Sega , Platform ,63335,245854,4,2007-03-17,E,39158,39130,2007-02-17,2007
311,11, Monster Hunter Freedom 2 ( PSP ), PSP , Capcom , Role-Playing ,61319,1049814,4,2007-03-17,T,39158,39130,2007-02-17,2007
312,12, Brain Age: Train Your Brain in Minutes a Day ( DS ), DS , Nintendo , Misc ,58358,7038220,96,2007-03-17,E,39158,38486,2005-05-14,2005
313,13, MotorStorm ( PS3 ), PS3 , Sony Computer Entertainment , Racing ,52769,218615,14,2007-03-17,T,39158,39060,2006-12-09,2006
314,14, Diddy Kong Racing DS ( DS ), DS , Nintendo , Racing ,49779,387167,6,2007-03-17,E,39158,39116,2007-02-03,2007
315,15, Major League Baseball 2K7 ( X360 ), X360 , Spike , Sports ,45691,238738,3,2007-03-17,E,39158,39137,2007-02-24,2007
316,16, The Legend of Zelda: Twilight Princess ( Wii ), Wii , Nintendo , Adventure ,44072,2603630,17,2007-03-17,T,39158,39039,2006-11-18,2006
317,17, Mario Kart DS ( DS ), DS , Nintendo , Racing ,42518,6353367,70,2007-03-17,E,39158,38668,2005-11-12,2005
318,18, Animal Crossing: Wild World ( DS ), DS , Nintendo , Simulation ,42095,7053518,69,2007-03-17,E,39158,38675,2005-11-19,2005
319,19, Spectrobes ( DS ), DS , Disney Interactive Studios , Role-Playing ,41822,100322,2,2007-03-17,E10+,39158,39144,2007-03-03,2007
320,20, Professor Layton and the Curious Village ( DS ), DS , Nintendo , Adventure ,37980,298095,5,2007-03-17,E,39158,39123,2007-02-10,2007
321,21, Def Jam Icon ( X360 ), X360 , Electronic Arts , Action ,34652,134188,2,2007-03-17,M,39158,39144,2007-03-03,2007
322,22, Gears of War ( X360 ), X360 , Microsoft Game Studios , Shooter ,33735,3655970,19,2007-03-17,M,39158,39025,2006-11-04,2006
323,23, WarioWare: Smooth Moves ( Wii ), Wii , Nintendo , Puzzle ,31143,971002,16,2007-03-17,E10+,39158,39046,2006-11-25,2006
324,24, Big Brain Academy ( DS ), DS , Nintendo , Misc ,28061,3164763,90,2007-03-17,E,39158,38528,2005-06-25,2005
325,25, Tokimeki Memorial: Girls Side 1st Love ( DS ), DS , Konami Digital Entertainment , Adventure ,23817,23817,1,2007-03-17,E10+,39158,39151,2007-03-10,2007
326,26, Super Robot Taisen W ( DS ), DS , Banpresto , Strategy ,23023,223947,3,2007-03-17,T,39158,39137,2007-02-24,2007
327,27, Brain Age 2: More Training in Minutes a Day ( DS ), DS , Nintendo , Misc ,21863,4235266,64,2007-03-17,E,39158,38710,2005-12-24,2005
328,28, Dragon Quest Monsters: Joker ( DS ), DS , Square Enix , Role-Playing ,21537,1285285,12,2007-03-17,E10+,39158,39074,2006-12-23,2006
329,29, Grand Theft Auto: Liberty City Stories ( PSP ), PSP , Capcom , Action ,21234,3992786,73,2007-03-17,M,39158,38647,2005-10-22,2005
330,30, Pokemon Diamond/Pokemon Pearl ( DS ), DS , Nintendo , Role-Playing ,20877,5011620,26,2007-03-17,T,39158,38976,2006-09-16,2006
331,1, Resistance: Fall of Man ( PS3 ), PS3 , Sony Computer Entertainment , Shooter ,208433,942749,20,2007-03-24,M,39165,39025,2006-11-04,2006
332,2, MotorStorm ( PS3 ), PS3 , Sony Computer Entertainment , Racing ,183341,401956,15,2007-03-24,T,39165,39060,2006-12-09,2006
333,3, Wii Sports ( Wii ), Wii , Nintendo , Sports ,159102,4985754,18,2007-03-24,E,39165,39039,2006-11-18,2006
334,4, Wii Play ( Wii ), Wii , Nintendo , Misc ,125717,2152143,17,2007-03-24,E,39165,39046,2006-11-25,2006
335,5, Yoshi's Island DS ( DS ), DS , Nintendo , Platform ,105678,1268799,19,2007-03-24,E,39165,39032,2006-11-11,2006
336,6, Nintendogs ( DS ), DS , Nintendo , Simulation ,91921,12716804,101,2007-03-24,E,39165,38458,2005-04-16,2005
337,7, New Super Mario Bros. ( DS ), DS , Nintendo , Platform ,77444,9401376,45,2007-03-24,E,39165,38850,2006-05-13,2006
338,8, Call of Duty 3 ( PS3 ), PS3 , Activision , Shooter ,66755,291593,19,2007-03-24,T,39165,39032,2006-11-11,2006
339,9, Kotoba no Puzzle: Mojipittan DS ( DS ), DS , Namco Bandai Games , Puzzle ,63918,140549,2,2007-03-24,E,39165,39151,2007-03-10,2007
340,10, Virtua Tennis 3 ( PS3 ), PS3 , Sega , Sports ,63006,79183,3,2007-03-24,E,39165,39144,2007-03-03,2007
341,11, The Elder Scrolls IV: Oblivion ( PS3 ), PS3 , Ubisoft , Role-Playing ,57089,57089,1,2007-03-24,M,39165,39158,2007-03-17,2007
342,12, Armored Core 4 ( X360 ), X360 , 505 Games , Simulation ,56220,56220,1,2007-03-24,T,39165,39158,2007-03-17,2007
343,13, Brain Age: Train Your Brain in Minutes a Day ( DS ), DS , Nintendo , Misc ,54088,7092308,97,2007-03-24,E,39165,38486,2005-05-14,2005
344,14, Virtua Fighter 5 ( PS3 ), PS3 , Sega , Fighting ,52133,215934,7,2007-03-24,T,39165,39116,2007-02-03,2007
345,15, Ridge Racer 7 ( PS3 ), PS3 , Namco Bandai Games , Racing ,50930,293865,20,2007-03-24,E,39165,39025,2006-11-04,2006
346,16, Tom Clancy's Ghost Recon Advanced Warfighter 2 ( X360 ), X360 , Ubisoft , Shooter ,48633,344621,3,2007-03-24,T,39165,39144,2007-03-03,2007
347,17, Professor Layton and the Curious Village ( DS ), DS , Nintendo , Adventure ,48230,346325,6,2007-03-24,E,39165,39123,2007-02-10,2007
348,18, Formula 1: Championship Edition ( PS3 ), PS3 , Sony Computer Entertainment , Racing ,48111,79852,13,2007-03-24,E,39165,39074,2006-12-23,2006
