Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB,date
26, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,31350,4664781,96,2009-09-04,M,40060 
27, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,30783,1016978,93,2009-09-04,E10+,40060 
28, Call of Duty: World at War , PS3 , Activision , Shooter ,30770,3604281,43,2009-09-04,M,40060 
29, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,29934,3670491,134,2009-09-04,E,40060 
30, Halo 3 , X360 , Microsoft Game Studios , Shooter ,29279,9973542,102,2009-09-04,M,40060 
1, Pokemon HeartGold/Pokemon SoulSilver, DS , Nintendo , Role-Playing ,1446090,1446090,1,2009-09-11,T,40067 
2, The Beatles: Rock Band , X360 , MTV Games , Misc ,268497,268497,1,2009-09-11,T,40067 
3, Wii Sports Resort , Wii , Nintendo , Sports ,259881,4278820,12,2009-09-11,E,40067 
4, The Beatles: Rock Band , Wii , MTV Games , Misc ,258510,258510,1,2009-09-11,T,40067 
5, The Beatles: Rock Band , PS3 , MTV Games , Misc ,159973,159973,1,2009-09-11,T,40067 
6, DiRT 2 , X360 , Codemasters , Racing ,142219,142219,1,2009-09-11,E,40067 
7, Wii Sports , Wii , Nintendo , Sports ,130528,47097142,147,2009-09-11,E,40067 
8, Guitar Hero 5 , X360 , Activision , Misc ,129319,273287,2,2009-09-11,T,40067 
9, Wii Fit , Wii , Nintendo , Sports ,124981,21493188,94,2009-09-11,E,40067 
10, DiRT 2 , PS3 , Codemasters , Racing ,121549,121549,1,2009-09-11,E,40067 
11, Batman: Arkham Asylum , PS3 , Eidos Interactive , Action ,117933,780089,3,2009-09-11,T,40067 
12, Guitar Hero 5 , PS3 , Activision , Misc ,101613,203546,2,2009-09-11,T,40067 
13, Batman: Arkham Asylum , X360 , Eidos Interactive , Action ,98624,669633,3,2009-09-11,T,40067 
14, Mario Kart Wii , Wii , Nintendo , Racing ,80968,17297240,75,2009-09-11,E,40067 
15, Guitar Hero 5 , Wii , Activision , Misc ,78665,218638,2,2009-09-11,T,40067 
16, Dissidia: Final Fantasy , PSP , Square Enix , Fighting ,74514,1250682,39,2009-09-11,T,40067 
17, Tomodachi Collection , DS , Nintendo , Misc ,73251,1031032,13,2009-09-11,E,40067 
18, Madden NFL 10 , X360 , Electronic Arts , Sports ,70315,1109278,5,2009-09-11,E,40067 
19, Madden NFL 10 , PS3 , Electronic Arts , Sports ,60460,832414,5,2009-09-11,E,40067 
20, Muramasa: The Demon Blade , Wii , Rising Star Games , Role-Playing ,53646,103440,23,2009-09-11,T,40067 
21, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,50260,5909344,53,2009-09-11,T,40067 
22, EA Sports Active , Wii , Electronic Arts , Sports ,42034,1872734,17,2009-09-11,E,40067 
23, Mario Kart DS , DS , Nintendo , Racing ,41918,15061416,200,2009-09-11,E,40067 
24, New Super Mario Bros. , DS , Nintendo , Platform ,40541,19997942,174,2009-09-11,E,40067 
25, Wii Play , Wii , Nintendo , Misc ,40460,24246504,146,2009-09-11,E,40067 
26, IL-2 Sturmovik: Birds of Prey , PS3 , 505 Games , Simulation ,39088,55117,2,2009-09-11,T,40067 
27, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,37767,3887903,10,2009-09-11,E10+,40067 
28, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,36787,4701568,97,2009-09-11,M,40067 
29, IL-2 Sturmovik: Birds of Prey , X360 , 505 Games , Simulation ,35205,48581,2,2009-09-11,T,40067 
30, Mobile Suit Gundam Battlefield Record U.C.0081 , PS3 , Namco Bandai Games , Action ,32218,199882,2,2009-09-11,T,40067 
1, Pokemon HeartGold/Pokemon SoulSilver, DS , Nintendo , Role-Playing ,465723,1911813,2,2009-09-18,T,40074 
2, Wii Sports Resort , Wii , Nintendo , Sports ,239957,4518777,13,2009-09-18,E,40074 
3, Need for Speed: Shift , PS3 , Electronic Arts , Racing ,231409,231409,1,2009-09-18,E,40074 
4, Tales of Vesperia , PS3 , Namco Bandai Games , Role-Playing ,225109,225109,1,2009-09-18,T,40074 
5, Marvel: Ultimate Alliance 2 , X360 , Activision , Role-Playing ,202096,202096,1,2009-09-18,T,40074 
6, Need for Speed: Shift , X360 , Electronic Arts , Racing ,174314,174314,1,2009-09-18,E,40074 
7, Wii Sports , Wii , Nintendo , Sports ,140708,47237850,148,2009-09-18,E,40074 
8, Marvel: Ultimate Alliance 2 , PS3 , Activision , Role-Playing ,131524,131524,1,2009-09-18,T,40074 
9, Mario & Luigi: Bowser's Inside Story , DS , Nintendo , Role-Playing ,116548,810676,32,2009-09-18,E,40074 
10, Scribblenauts , DS , Warner Bros. Interactive Entertainment , Puzzle ,111521,111521,1,2009-09-18,E10+,40074 
11, Jikkyou Powerful Pro Yakyuu Portable 4 , PSP , Konami Digital Entertainment , Sports ,108189,108189,1,2009-09-18,E,40074 
12, Wii Fit , Wii , Nintendo , Sports ,101377,21594565,95,2009-09-18,E,40074 
13, SaGa 2: Hihou Densetsu - Goddess of Destiny , DS , Square Enix , Role-Playing ,97389,97389,1,2009-09-18,E,40074 
14, The Beatles: Rock Band , X360 , MTV Games , Misc ,93746,362243,2,2009-09-18,T,40074 
15, DiRT 2 , PS3 , Codemasters , Racing ,90904,212453,2,2009-09-18,E,40074 
16, The Beatles: Rock Band , Wii , MTV Games , Misc ,87082,345592,2,2009-09-18,T,40074 
17, Batman: Arkham Asylum , PS3 , Eidos Interactive , Action ,86876,866965,4,2009-09-18,T,40074 
18, Wet , X360 , Bethesda Softworks , Shooter ,84349, NA ,5,2009-09-18,M,40074 
19, NHL 10 , X360 , Electronic Arts , Sports ,83841,83841,1,2009-09-18,E10+,40074 
20, DiRT 2 , X360 , Codemasters , Racing ,82857,225076,2,2009-09-18,E,40074 
21, Mario Kart Wii , Wii , Nintendo , Racing ,75969,17373209,76,2009-09-18,E,40074 
22, Wet , PS3 , Bethesda Softworks , Shooter ,75506,75506,1,2009-09-18,M,40074 
23, Tomodachi Collection , DS , Nintendo , Misc ,73104,1104136,14,2009-09-18,E,40074 
24, Batman: Arkham Asylum , X360 , Eidos Interactive , Action ,70494,740127,4,2009-09-18,T,40074 
25, Guitar Hero 5 , X360 , Activision , Misc ,66198,339485,3,2009-09-18,T,40074 
26, Guitar Hero 5 , PS3 , Activision , Misc ,63393,266939,3,2009-09-18,T,40074 
27, Madden NFL 10 , X360 , Electronic Arts , Sports ,62689,1171967,6,2009-09-18,E,40074 
28, NHL 10 , PS3 , Electronic Arts , Sports ,61598,61598,1,2009-09-18,E10+,40074 
29, The Beatles: Rock Band , PS3 , MTV Games , Misc ,54453,214426,2,2009-09-18,T,40074 
30, Guitar Hero 5 , Wii , Activision , Misc ,52786,271424,3,2009-09-18,T,40074 
1, Halo 3: ODST , X360 , Microsoft Game Studios , Shooter ,2214132,2214132,1,2009-09-25,M,40081 
2, Wii Sports Resort , Wii , Nintendo , Sports ,226265,4745042,14,2009-09-25,E,40081 
3, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,219242,1277061,96,2009-09-25,E10+,40081 
4, Need for Speed: Shift , PS3 , Electronic Arts , Racing ,191591,423000,2,2009-09-25,E,40081 
5, Pokemon HeartGold/Pokemon SoulSilver, DS , Nintendo , Role-Playing ,151660,2063473,3,2009-09-25,T,40081 
6, Need for Speed: Shift , X360 , Electronic Arts , Racing ,137435,311749,2,2009-09-25,E,40081 
7, Wii Sports , Wii , Nintendo , Sports ,126965,47364815,149,2009-09-25,E,40081 
8, Wii Fit , Wii , Nintendo , Sports ,119891,21714456,96,2009-09-25,E,40081 
9, Marvel: Ultimate Alliance 2 , X360 , Activision , Role-Playing ,101484,303580,2,2009-09-25,T,40081 
10, Tomodachi Collection , DS , Nintendo , Misc ,93453,1197589,15,2009-09-25,E,40081 
11, Mario Kart Wii , Wii , Nintendo , Racing ,89167,17462376,77,2009-09-25,E,40081 
12, Marvel: Ultimate Alliance 2 , PS3 , Activision , Role-Playing ,76087,207611,2,2009-09-25,T,40081 
13, Batman: Arkham Asylum , PS3 , Eidos Interactive , Action ,66961,933926,5,2009-09-25,T,40081 
14, Mario & Luigi: Bowser's Inside Story , DS , Nintendo , Role-Playing ,58759,869435,33,2009-09-25,E,40081 
15, Wii Play , Wii , Nintendo , Misc ,50699,24338011,148,2009-09-25,E,40081 
16, Wet , PS3 , Bethesda Softworks , Shooter ,49645,125151,2,2009-09-25,M,40081 
17, The Beatles: Rock Band , Wii , MTV Games , Misc ,49438,395030,3,2009-09-25,T,40081 
18, The Beatles: Rock Band , X360 , MTV Games , Misc ,48094,410337,3,2009-09-25,T,40081 
19, Batman: Arkham Asylum , X360 , Eidos Interactive , Action ,47152,787279,5,2009-09-25,T,40081 
20, Tales of Vesperia , PS3 , Namco Bandai Games , Role-Playing ,46903,272012,2,2009-09-25,T,40081 
21, Madden NFL 10 , X360 , Electronic Arts , Sports ,46874,1218841,7,2009-09-25,E,40081 
22, New Super Mario Bros. , DS , Nintendo , Platform ,46615,20086701,176,2009-09-25,E,40081 
23, Mario Kart DS , DS , Nintendo , Racing ,46387,15148331,202,2009-09-25,E,40081 
24, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,46163,3780335,137,2009-09-25,E,40081 
25, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,43636,5999467,55,2009-09-25,T,40081 
26, DiRT 2 , PS3 , Codemasters , Racing ,43551,256004,3,2009-09-25,E,40081 
27, Jikkyou Powerful Pro Yakyuu Portable 4 , PSP , Konami Digital Entertainment , Sports ,41600,149789,2,2009-09-25,E,40081 
28, DiRT 2 , X360 , Codemasters , Racing ,41537,266613,3,2009-09-25,E,40081 
29, NHL 10 , X360 , Electronic Arts , Sports ,41497,125338,2,2009-09-25,E10+,40081 
30, Wet , X360 , Bethesda Softworks , Shooter ,41134, NA ,5,2009-09-25,M,40081 
1, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,687522,687522,1,2009-10-02,E,40088 
2, FIFA Soccer 10 , X360 , Electronic Arts , Sports ,469026,469026,1,2009-10-02,E,40088 
3, Halo 3: ODST , X360 , Microsoft Game Studios , Shooter ,464831,2678963,2,2009-10-02,M,40088 
4, Wii Fit Plus , Wii , Nintendo , Sports ,321534,321534,1,2009-10-02,E,40088 
5, Inazuma Eleven 2: Kyoui no Shinryokusha , DS , Nintendo , Role-Playing ,288931,288931,5,2009-10-02,E10+,40088 
6, Wii Sports , Wii , Nintendo , Sports ,285197,47650012,150,2009-10-02,E,40088 
7, Pokemon HeartGold/Pokemon SoulSilver, DS , Nintendo , Role-Playing ,274031,2337504,4,2009-10-02,T,40088 
8, Wii Sports Resort , Wii , Nintendo , Sports ,265889,5010931,15,2009-10-02,E,40088 
9, Gran Turismo , PSP , Sony Computer Entertainment , Racing ,245261,245261,1,2009-10-02,E,40088 
10, Kingdom Hearts 358/2 Days , DS , Square Enix , Role-Playing ,185187,706979,19,2009-10-02,E10+,40088 
11, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,167416,1444477,97,2009-10-02,E10+,40088 
12, Ninja Gaiden Sigma 2 , PS3 , Tecmo Koei , Action ,159844,159844,1,2009-10-02,M,40088 
13, Need for Speed: Shift , PS3 , Electronic Arts , Racing ,147627,570627,3,2009-10-02,E,40088 
14, Mario Kart Wii , Wii , Nintendo , Racing ,105807,17568183,78,2009-10-02,E,40088 
15, Need for Speed: Shift , X360 , Electronic Arts , Racing ,103552,415301,3,2009-10-02,E,40088 
16, Wii Fit , Wii , Nintendo , Sports ,99456,21813912,97,2009-10-02,E,40088 
17, Macross Ultimate Frontier , PSP , Namco Bandai Games , Action ,84402,84402,1,2009-10-02,E,40088 
18, Wii Play , Wii , Nintendo , Misc ,73132,24411143,149,2009-10-02,E,40088 
19, Tomodachi Collection , DS , Nintendo , Misc ,71131,1268720,16,2009-10-02,E,40088 
20, Marvel: Ultimate Alliance 2 , X360 , Activision , Role-Playing ,58470,362050,3,2009-10-02,T,40088 
21, MySims Agents , DS , Electronic Arts , Adventure ,56606,74076,2,2009-10-02,E,40088 
22, Batman: Arkham Asylum , PS3 , Eidos Interactive , Action ,51165,985091,6,2009-10-02,T,40088 
23, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,48621,3828956,138,2009-10-02,E,40088 
24, Marvel: Ultimate Alliance 2 , PS3 , Activision , Role-Playing ,47251,254862,3,2009-10-02,T,40088 
25, Mario & Luigi: Bowser's Inside Story , DS , Nintendo , Role-Playing ,46924,916359,34,2009-10-02,E,40088 
26, Mario Kart DS , DS , Nintendo , Racing ,45530,15193861,203,2009-10-02,E,40088 
27, FIFA Soccer 10 , PSP , Electronic Arts , Sports ,42381,42381,1,2009-10-02,E,40088 
28, New Super Mario Bros. , DS , Nintendo , Platform ,41751,20128452,177,2009-10-02,E,40088 
29, Madden NFL 10 , X360 , Electronic Arts , Sports ,41033,1259874,8,2009-10-02,E,40088 
30, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,39487,6038954,56,2009-10-02,T,40088 
1, Wii Fit Plus , Wii , Nintendo , Sports ,351769,673303,2,2009-10-09,E,40095 
2, Wii Sports , Wii , Nintendo , Sports ,325419,47975431,151,2009-10-09,E,40095 
3, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,252668,940190,2,2009-10-09,E,40095 
4, Wii Sports Resort , Wii , Nintendo , Sports ,240386,5251317,16,2009-10-09,E,40095 
5, Halo 3: ODST , X360 , Microsoft Game Studios , Shooter ,214961,2893924,3,2009-10-09,M,40095 
6, Pokemon HeartGold/Pokemon SoulSilver, DS , Nintendo , Role-Playing ,188467,2525971,5,2009-10-09,T,40095 
7, Operation Flashpoint: Dragon Rising , X360 , Codemasters , Shooter ,185419,185419,1,2009-10-09,M,40095 
8, FIFA Soccer 10 , X360 , Electronic Arts , Sports ,184435,653461,2,2009-10-09,E,40095 
9, NBA 2K10 , X360 , Take-Two Interactive , Sports ,145709,145709,1,2009-10-09,E,40095 
10, Gran Turismo , PSP , Sony Computer Entertainment , Racing ,143304,388565,2,2009-10-09,E,40095 
11, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,123835,1568312,98,2009-10-09,E10+,40095 
12, Operation Flashpoint: Dragon Rising , PS3 , Codemasters , Shooter ,118949,118949,1,2009-10-09,M,40095 
13, Kingdom Hearts 358/2 Days , DS , Square Enix , Role-Playing ,117768,824747,20,2009-10-09,E10+,40095 
14, Wii Fit , Wii , Nintendo , Sports ,108348,21922260,98,2009-10-09,E,40095 
15, Need for Speed: Shift , PS3 , Electronic Arts , Racing ,106922,677549,4,2009-10-09,E,40095 
16, Mario Kart Wii , Wii , Nintendo , Racing ,97771,17665954,79,2009-10-09,E,40095 
17, Shin Megami Tensei: Strange Journey , DS , Atlus , Role-Playing ,96042,96042,1,2009-10-09,M,40095 
18, NBA 2K10 , PS3 , Take-Two Interactive , Sports ,90786,90786,1,2009-10-09,E,40095 
19, Inazuma Eleven 2: Kyoui no Shinryokusha , DS , Nintendo , Role-Playing ,86639,375570,5,2009-10-09,E10+,40095 
20, Need for Speed: Shift , X360 , Electronic Arts , Racing ,73862,489163,4,2009-10-09,E,40095 
21, Wii Play , Wii , Nintendo , Misc ,66742,24477885,150,2009-10-09,E,40095 
22, Demon's Souls , PS3 , Namco Bandai Games , Role-Playing ,64469,204888,36,2009-10-09,M,40095 
23, Tomodachi Collection , DS , Nintendo , Misc ,63541,1332261,17,2009-10-09,E,40095 
24, Mario & Luigi: Bowser's Inside Story , DS , Nintendo , Role-Playing ,59728,976087,35,2009-10-09,E,40095 
25, Ninja Gaiden Sigma 2 , PS3 , Tecmo Koei , Action ,58508,218352,2,2009-10-09,M,40095 
26, NBA Live 10 , X360 , Electronic Arts , Sports ,56947,56947,1,2009-10-09,E,40095 
27, Scribblenauts , DS , Warner Bros. Interactive Entertainment , Puzzle ,43652,214102,4,2009-10-09,E10+,40095 
28, Mario Kart DS , DS , Nintendo , Racing ,42932,15236794,204,2009-10-09,E,40095 
29, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,42362,3871318,139,2009-10-09,E,40095 
30, FIFA Soccer 10 , PSP , Electronic Arts , Sports ,42257,84638,2,2009-10-09,E,40095 
1, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,876089,876089,1,2009-10-16,T,40102 
2, Wii Sports , Wii , Nintendo , Sports ,330364,48305795,152,2009-10-16,E,40102 
3, Wii Sports Resort , Wii , Nintendo , Sports ,251048,5502365,17,2009-10-16,E,40102 
4, Wii Fit Plus , Wii , Nintendo , Sports ,231300,904603,3,2009-10-16,E,40102 
5, Pokemon HeartGold/Pokemon SoulSilver, DS , Nintendo , Role-Playing ,156577,2682548,6,2009-10-16,T,40102 
6, Brutal Legend , X360 , Electronic Arts , Action ,156189,156189,1,2009-10-16,M,40102 
7, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,145025,145025,1,2009-10-16,E,40102 
8, Halo 3: ODST , X360 , Microsoft Game Studios , Shooter ,135423,3029347,4,2009-10-16,M,40102 
9, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,128248,1068438,3,2009-10-16,E,40102 
10, Brutal Legend , PS3 , Electronic Arts , Action ,106522,106522,1,2009-10-16,M,40102 
11, Mario Kart Wii , Wii , Nintendo , Racing ,104427,17770381,80,2009-10-16,E,40102 
12, Operation Flashpoint: Dragon Rising , X360 , Codemasters , Shooter ,97470,282889,2,2009-10-16,M,40102 
13, FIFA Soccer 10 , X360 , Electronic Arts , Sports ,93958,747419,3,2009-10-16,E,40102 
14, Gran Turismo , PSP , Sony Computer Entertainment , Racing ,86916,475481,3,2009-10-16,E,40102 
15, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,82368,82368,1,2009-10-16,E,40102 
16, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,82250,1650562,99,2009-10-16,E10+,40102 
17, Wii Play , Wii , Nintendo , Misc ,72360,24550245,151,2009-10-16,E,40102 
18, Pokemon Mystery Dungeon: Explorers of Sky, DS , Nintendo , Role-Playing ,70859,466186,27,2009-10-16,T,40102 
19, Need for Speed: Shift , PS3 , Electronic Arts , Racing ,70089,747638,5,2009-10-16,E,40102 
20, Wii Fit , Wii , Nintendo , Sports ,69126,21991386,99,2009-10-16,E,40102 
21, Inazuma Eleven 2: Kyoui no Shinryokusha , DS , Nintendo , Role-Playing ,65769,441339,5,2009-10-16,E10+,40102 
22, Operation Flashpoint: Dragon Rising , PS3 , Codemasters , Shooter ,63538,182487,2,2009-10-16,M,40102 
23, Kingdom Hearts 358/2 Days , DS , Square Enix , Role-Playing ,62556,887303,21,2009-10-16,E10+,40102 
24, Tomodachi Collection , DS , Nintendo , Misc ,61234,1393495,18,2009-10-16,E,40102 
25, Mario & Luigi: Bowser's Inside Story , DS , Nintendo , Role-Playing ,49265,1025352,36,2009-10-16,E,40102 
26, NBA 2K10 , X360 , Take-Two Interactive , Sports ,48196,193905,2,2009-10-16,E,40102 
27, Need for Speed: Shift , X360 , Electronic Arts , Racing ,46204,535367,5,2009-10-16,E,40102 
28, NBA 2K10 , PS3 , Take-Two Interactive , Sports ,45113,135899,2,2009-10-16,E,40102 
29, Mario Kart DS , DS , Nintendo , Racing ,41597,15278390,205,2009-10-16,E,40102 
30, Fallout 3 , PS3 , Bethesda Softworks , Role-Playing ,39814,1622567,51,2009-10-16,M,40102 
1, Pro Evolution Soccer 2010 , PS3 , Konami Digital Entertainment , Sports ,435834,435834,1,2009-10-23,E,40109 
2, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,351569,1227658,2,2009-10-23,T,40109 
3, Wii Sports , Wii , Nintendo , Sports ,335144,48640939,153,2009-10-23,E,40109 
4, Borderlands , X360 , Take-Two Interactive , Shooter ,325181,325181,1,2009-10-23,M,40109 
5, Wii Sports Resort , Wii , Nintendo , Sports ,220530,5722895,18,2009-10-23,E,40109 
6, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,210472,355497,2,2009-10-23,E,40109 
7, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,209389,209389,1,2009-10-23,E,40109 
8, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,179600,1248038,4,2009-10-23,E,40109 
9, Wii Fit Plus , Wii , Nintendo , Sports ,177937,1082540,4,2009-10-23,E,40109 
10, WWE SmackDown vs. Raw 2010 , X360 , THQ , Fighting ,140733,140733,1,2009-10-23,T,40109 
11, Pro Evolution Soccer 2010 , X360 , Konami Digital Entertainment , Sports ,138527,138527,1,2009-10-23,E,40109 
12, FIFA Soccer 10 , X360 , Electronic Arts , Sports ,133818,881237,4,2009-10-23,E,40109 
13, WWE SmackDown vs. Raw 2010 , PS3 , THQ , Fighting ,127375,127375,1,2009-10-23,T,40109 
14, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,123354,205722,2,2009-10-23,E,40109 
15, Pokemon HeartGold/Pokemon SoulSilver, DS , Nintendo , Role-Playing ,118173,2800721,7,2009-10-23,T,40109 
16, Mario Kart Wii , Wii , Nintendo , Racing ,117888,17888269,81,2009-10-23,E,40109 
17, Borderlands , PS3 , Take-Two Interactive , Shooter ,104771,104771,1,2009-10-23,M,40109 
18, Halo 3: ODST , X360 , Microsoft Game Studios , Shooter ,97410,3126757,5,2009-10-23,M,40109 
19, Bakugan: Battle Brawlers , DS , Activision , Action ,92531,92531,1,2009-10-23,E,40109 
20, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,71070,1721632,100,2009-10-23,E10+,40109 
21, Wii Play , Wii , Nintendo , Misc ,67208,24617453,152,2009-10-23,E,40109 
22, Brutal Legend , X360 , Electronic Arts , Action ,65831,222020,2,2009-10-23,M,40109 
23, Gran Turismo , PSP , Sony Computer Entertainment , Racing ,60998,536479,4,2009-10-23,E,40109 
24, Need for Speed: Shift , PS3 , Electronic Arts , Racing ,60815,808453,6,2009-10-23,E,40109 
25, Operation Flashpoint: Dragon Rising , X360 , Codemasters , Shooter ,60598,343487,3,2009-10-23,M,40109 
26, Wii Fit , Wii , Nintendo , Sports ,56710,22048096,100,2009-10-23,E,40109 
27, Kingdom Hearts 358/2 Days , DS , Square Enix , Role-Playing ,52892,940195,22,2009-10-23,E10+,40109 
28, Tomodachi Collection , DS , Nintendo , Misc ,51176,1444671,19,2009-10-23,E,40109 
29, Inazuma Eleven 2: Kyoui no Shinryokusha , DS , Nintendo , Role-Playing ,50882,492221,5,2009-10-23,E10+,40109 
30, WWE SmackDown vs. Raw 2010 , Wii , THQ , Fighting ,44831,44831,1,2009-10-23,T,40109 
1, Wii Fit Plus , Wii , Nintendo , Sports ,451284,1533823,5,2009-10-30,E,40116 
2, Tekken 6 , PS3 , Namco Bandai Games , Fighting ,375696,375696,1,2009-10-30,T,40116 
3, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,363692,573081,2,2009-10-30,E,40116 
4, Wii Sports , Wii , Nintendo , Sports ,339261,48980200,154,2009-10-30,E,40116 
5, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,216111,1443769,3,2009-10-30,T,40116 
6, Wii Sports Resort , Wii , Nintendo , Sports ,201540,5924435,19,2009-10-30,E,40116 
7, Borderlands , X360 , Take-Two Interactive , Shooter ,191819,517000,2,2009-10-30,M,40116 
8, Grand Theft Auto: Episodes from Liberty City , X360 , Take-Two Interactive , Adventure ,181290,181290,1,2009-10-30,M,40116 
9, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,166978,522475,3,2009-10-30,E,40116 
10, Pro Evolution Soccer 2010 , PS3 , Konami Digital Entertainment , Sports ,163324,599158,2,2009-10-30,E,40116 
11, Tekken 6 , X360 , Namco Bandai Games , Fighting ,152365,152365,1,2009-10-30,T,40116 
12, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,139579,1387617,5,2009-10-30,E,40116 
13, Bayonetta , PS3 , Sega , Action ,138864,138864,1,2009-10-30,M,40116 
14, Mario Kart Wii , Wii , Nintendo , Racing ,125223,18013492,82,2009-10-30,E,40116 
15, Final Fantasy: The 4 Heroes of Light , DS , Square Enix , Role-Playing ,119228,119228,1,2009-10-30,E10+,40116 
16, Shin Megami Tensei: Persona 3 Portable , PSP , Ghostlight , Role-Playing ,104004,104004,0,2009-10-30,M,40116 
17, Ratchet & Clank Future: A Crack in Time , PS3 , Sony Computer Entertainment , Platform ,98275,98275,1,2009-10-30,T,40116 
18, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,98001,303723,3,2009-10-30,E,40116 
19, FIFA Soccer 10 , X360 , Electronic Arts , Sports ,96887,978124,5,2009-10-30,E,40116 
20, DJ Hero , X360 , Activision , Misc ,86354,86354,1,2009-10-30,T,40116 
21, Pokemon HeartGold/Pokemon SoulSilver, DS , Nintendo , Role-Playing ,80044,2880765,8,2009-10-30,T,40116 
22, Halo 3: ODST , X360 , Microsoft Game Studios , Shooter ,78356,3205113,6,2009-10-30,M,40116 
23, Wii Play , Wii , Nintendo , Misc ,75910,24693363,153,2009-10-30,E,40116 
24, Bayonetta , X360 , Sega , Action ,64940,64940,1,2009-10-30,M,40116 
25, Borderlands , PS3 , Take-Two Interactive , Shooter ,62535,167306,2,2009-10-30,M,40116 
26, WWE SmackDown vs. Raw 2010 , X360 , THQ , Fighting ,61343,202076,2,2009-10-30,T,40116 
27, WWE SmackDown vs. Raw 2010 , PS3 , THQ , Fighting ,60584,187959,2,2009-10-30,T,40116 
28, DJ Hero , PS3 , Activision , Misc ,59471,59471,1,2009-10-30,T,40116 
29, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,58938,1780570,101,2009-10-30,E10+,40116 
30, Need for Speed: Shift , PS3 , Electronic Arts , Racing ,53402,861855,7,2009-10-30,E,40116 
1, Wii Fit Plus , Wii , Nintendo , Sports ,480358,2014181,6,2009-11-06,E,40123 
2, Wii Sports , Wii , Nintendo , Sports ,413238,49393438,155,2009-11-06,E,40123 
3, Pro Evolution Soccer 2010 , PS3 , Konami Digital Entertainment , Sports ,356298,955456,3,2009-11-06,E,40123 
4, Dragon Age: Origins , X360 , Electronic Arts , Role-Playing ,319373,319373,1,2009-11-06,M,40123 
5, Wii Sports Resort , Wii , Nintendo , Sports ,252427,6176862,20,2009-11-06,E,40123 
6, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,198438,771519,3,2009-11-06,E,40123 
7, Mario Kart Wii , Wii , Nintendo , Racing ,164290,18177782,83,2009-11-06,E,40123 
8, Tekken 6 , PS3 , Namco Bandai Games , Fighting ,147421,523117,2,2009-11-06,T,40123 
9, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,135840,658315,4,2009-11-06,E,40123 
10, Grand Theft Auto: Episodes from Liberty City , X360 , Take-Two Interactive , Adventure ,130591,311881,2,2009-11-06,M,40123 
11, Borderlands , X360 , Take-Two Interactive , Shooter ,123727,640727,3,2009-11-06,M,40123 
12, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,119858,1563627,4,2009-11-06,T,40123 
13, Dragon Age: Origins , PS3 , Electronic Arts , Role-Playing ,116134,116134,1,2009-11-06,M,40123 
14, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,111127,1498744,6,2009-11-06,E,40123 
15, Ratchet & Clank Future: A Crack in Time , PS3 , Sony Computer Entertainment , Platform ,92578,190853,2,2009-11-06,T,40123 
16, Wii Play , Wii , Nintendo , Misc ,86478,24779841,154,2009-11-06,E,40123 
17, FIFA Soccer 10 , X360 , Electronic Arts , Sports ,81196,1059320,6,2009-11-06,E,40123 
18, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,78218,381941,4,2009-11-06,E,40123 
